Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttendanceScore
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,3596,Male,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,24,1,11,1.0,2.0,3.0,3,3,0 days 09:55:15.637931034
55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,3597,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4,0 days 09:35:08.940677966
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,3598,Female,4,Research Scientist,Single,53370,1.0,Y,14,8,1,2.0,2,2,2,2,1.0,3.0,1.0,3,3,0 days 07:34:28.854166666
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3599,Male,1,Manufacturing Director,Married,23400,2.0,Y,13,8,1,26.0,2,11,0,8,4.0,2.0,3.0,1,3,0 days 06:53:26.896103896
34,No,Travel_Rarely,Sales,13,4,Medical,1,3600,Male,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,3,0,2,3.0,1.0,3.0,2,3,0 days 08:54:12.892561983
51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,3601,Male,2,Research Director,Divorced,105270,4.0,Y,14,8,0,31.0,3,29,11,10,4.0,2.0,2.0,3,3,0 days 11:01:00.296610169
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3602,Male,2,Research Scientist,Single,165950,6.0,Y,21,8,1,25.0,2,9,5,4,4.0,4.0,2.0,3,4,0 days 06:36:41.359832635
34,No,Travel_Frequently,Sales,14,4,Medical,1,3603,Female,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,11,5,10,3.0,2.0,4.0,3,3,0 days 06:47:04.603375527
28,No,Travel_Frequently,Research & Development,2,3,Other,1,3604,Female,1,Manager,Single,55770,0.0,Y,19,8,0,5.0,3,4,0,2,4.0,3.0,2.0,3,3,0 days 10:24:40.703862660
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3605,Male,2,Research Scientist,Divorced,47070,1.0,Y,17,8,0,26.0,4,25,14,13,3.0,1.0,2.0,1,3,0 days 07:48:00.892703862
34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,3606,Male,2,Sales Executive,Married,24000,4.0,Y,18,8,1,14.0,3,10,1,8,3.0,2.0,4.0,3,3,0 days 07:30:10.342857142
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3607,Male,4,Healthcare Representative,Married,98240,0.0,Y,19,8,0,4.0,2,3,2,2,3.0,3.0,3.0,3,3,0 days 10:29:10.678111587
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3608,Female,1,Manager,Married,64470,6.0,Y,13,8,0,18.0,3,1,0,0,2.0,2.0,3.0,3,3,0 days 09:23:37.060606060
43,No,Travel_Rarely,Research & Development,7,2,Medical,1,3609,Female,1,Laboratory Technician,Single,195020,3.0,Y,18,8,2,23.0,3,21,15,17,4.0,4.0,4.0,4,3,0 days 06:24:00.982683982
36,No,Travel_Rarely,Research & Development,2,4,Medical,1,3610,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12,3.0,2.0,3.0,2,4,0 days 10:36:24.161702127
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,3611,Female,2,Laboratory Technician,Married,62720,1.0,Y,19,8,1,10.0,3,10,0,5,1.0,4.0,3.0,3,3,0 days 06:00:03.213675213
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,3612,Female,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,2,2,4.0,4.0,3.0,3,3,0 days 09:41:36.953586497
51,No,Travel_Frequently,Sales,21,4,Medical,1,3613,Male,2,Research Scientist,Single,182000,0.0,Y,17,8,0,8.0,3,7,7,7,2.0,3.0,2.0,3,3,0 days 06:59:19.004385964
30,No,Non-Travel,Research & Development,2,4,Other,1,3614,Male,1,Research Scientist,Single,20960,7.0,Y,11,8,3,10.0,2,8,1,7,3.0,3.0,3.0,3,3,0 days 09:31:23.833333333
29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,3615,Female,1,Sales Representative,Divorced,28860,3.0,Y,13,8,0,10.0,4,7,7,7,2.0,3.0,3.0,3,3,0 days 08:24:55.551867219
28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,3616,Female,2,Sales Representative,Single,20330,2.0,Y,15,8,1,5.0,5,3,1,2,4.0,1.0,2.0,3,3,0 days 06:51:11.510548523
25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3617,Male,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,2,2,1,4.0,2.0,2.0,3,4,0 days 08:01:23.869198312
32,No,Travel_Rarely,Research & Development,10,4,Other,1,3618,Female,1,Sales Executive,Married,42330,1.0,Y,11,8,0,10.0,5,10,0,8,3.0,4.0,4.0,3,3,0 days 06:48:36.044052863
45,No,Travel_Frequently,Research & Development,19,3,Medical,1,3619,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0,2.0,2.0,3.0,3,3,0 days 06:00:20.046610169
39,No,Travel_Rarely,Sales,29,1,Marketing,1,3620,Female,1,Laboratory Technician,Divorced,54600,6.0,Y,13,8,2,21.0,3,19,15,2,3.0,2.0,3.0,3,3,0 days 08:24:33.008695652
58,No,Travel_Rarely,Research & Development,27,3,Other,1,3621,Male,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,2,2,1.0,3.0,3.0,1,3,0 days 05:59:47.440528634
32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,3622,Female,1,Sales Executive,Married,96020,1.0,Y,13,8,1,10.0,3,10,1,1,4.0,3.0,3.0,3,3,0 days 06:28:08.531914893
39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3623,Male,2,Laboratory Technician,Single,28360,0.0,Y,20,8,0,6.0,3,5,0,3,3.0,1.0,3.0,2,4,0 days 07:42:31.586776859
30,No,Travel_Rarely,Sales,9,1,Marketing,1,3624,Male,4,Research Director,Married,40890,0.0,Y,18,8,0,10.0,2,9,6,7,1.0,4.0,3.0,4,3,0 days 06:12:13.668103448
36,No,Travel_Rarely,Sales,1,3,Marketing,1,3625,Male,2,Sales Executive,Married,166270,3.0,Y,12,8,0,10.0,5,7,1,7,4.0,3.0,3.0,2,3,0 days 06:41:38.256410256
46,No,Travel_Rarely,Sales,4,3,Medical,1,3626,Male,1,Research Scientist,Single,26190,6.0,Y,12,8,1,10.0,3,7,5,7,4.0,1.0,4.0,2,3,0 days 07:42:03.764705882
28,No,Non-Travel,Research & Development,1,3,Medical,1,3627,Male,5,Sales Executive,Married,56790,0.0,Y,13,8,0,10.0,2,9,7,5,3.0,4.0,3.0,2,3,0 days 08:00:13.552742616
50,No,Travel_Rarely,Research & Development,20,2,Medical,1,3628,Female,5,Laboratory Technician,Married,154020,4.0,Y,21,8,0,25.0,3,3,1,2,4.0,1.0,3.0,2,4,0 days 10:23:21.315789473
40,Yes,Travel_Rarely,Sales,8,1,Other,1,3629,Male,1,Laboratory Technician,Single,59850,2.0,Y,13,8,3,9.0,1,5,1,0,4.0,2.0,3.0,2,3,0 days 09:47:31.381974248
52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,3630,Male,3,Laboratory Technician,Single,25790,9.0,Y,19,8,1,10.0,1,8,7,7,2.0,2.0,2.0,3,3,0 days 10:02:45.060085836
30,No,Travel_Rarely,Research & Development,6,4,Medical,1,3631,Female,1,Sales Executive,Married,30410,1.0,Y,11,8,1,9.0,2,9,0,8,2.0,1.0,3.0,2,3,0 days 10:21:59.085106382
39,No,Travel_Rarely,Research & Development,26,1,Medical,1,3632,Male,2,Healthcare Representative,Single,34470,0.0,Y,14,8,0,9.0,5,8,1,7,1.0,3.0,3.0,3,3,0 days 05:58:59.088495575
31,No,Non-Travel,Research & Development,1,2,Medical,1,3633,Male,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,10,9,6,4.0,3.0,2.0,2,3,0 days 10:06:52.242424242
41,No,Non-Travel,Sales,6,3,Life Sciences,1,3634,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9,3.0,2.0,3.0,3,3,0 days 07:47:46.404081632
31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,3635,Male,1,Sales Executive,Single,71040,1.0,Y,14,8,1,3.0,3,3,2,2,4.0,2.0,4.0,3,3,0 days 09:04:35.021739130
44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,3636,Male,1,Laboratory Technician,Married,63220,4.0,Y,11,8,1,10.0,2,3,1,2,1.0,1.0,4.0,3,3,0 days 06:01:33.353448275
42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,3637,Male,2,Laboratory Technician,Married,20830,0.0,Y,12,8,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3,0 days 09:41:47.629787234
55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,3638,Male,2,Manufacturing Director,Married,83810,4.0,Y,15,8,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3,0 days 06:35:32.689075630
56,No,Travel_Rarely,Sales,3,2,Medical,1,3639,Female,3,Manufacturing Director,Single,26910,6.0,Y,16,8,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3,0 days 07:57:15.637554585
40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,3640,Male,1,Laboratory Technician,Divorced,42860,9.0,Y,15,8,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3,0 days 07:14:34.760504201
34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,3641,Male,2,Research Director,Divorced,26590,0.0,Y,24,8,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4,0 days 07:24:26.724137931
40,No,Travel_Rarely,Sales,4,3,Medical,1,3642,Male,2,Sales Executive,Single,94340,1.0,Y,13,8,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3,0 days 06:00:40.454545454
41,No,Travel_Frequently,Sales,1,4,Other,1,3643,Female,2,Healthcare Representative,Divorced,55610,0.0,Y,11,8,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3,0 days 07:41:34.406639004
35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,3644,Male,2,Manager,Single,66460,1.0,Y,13,8,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3,0 days 09:32:12.174796747
51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,3645,Male,4,Manufacturing Director,Divorced,77250,1.0,Y,13,8,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3,0 days 09:31:14.069105691
38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3646,Female,1,Research Scientist,Divorced,107250,3.0,Y,18,8,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3,0 days 06:36:07.336065573
34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,3647,Male,2,Research Scientist,Single,88470,1.0,Y,16,8,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3,0 days 07:13:14.394736842
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,3648,Female,4,Research Scientist,Married,20450,3.0,Y,19,8,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3,0 days 06:21:34.806584362
58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,3649,Male,2,Sales Executive,Married,10090,7.0,Y,13,8,2,31.0,3,10,5,9,3.0,1.0,2.0,4,3,0 days 08:30:51.408510638
40,No,Travel_Rarely,Research & Development,14,4,Medical,1,3650,Female,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4,0 days 06:04:14.103734439
36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,3651,Male,1,Research Scientist,Married,12810,2.0,Y,11,8,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3,0 days 06:07:31.665198237
48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3652,Male,2,Research Scientist,Single,28190,1.0,Y,20,8,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,0 days 07:36:58.510822510
27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3653,Female,2,Laboratory Technician,Married,48510,8.0,Y,18,8,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3,0 days 07:05:23.004273504
51,No,Travel_Rarely,Research & Development,4,1,Medical,1,3654,Female,3,Manufacturing Director,Single,40280,3.0,Y,14,8,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,0 days 07:29:33.066945606
18,No,Non-Travel,Research & Development,1,4,Medical,1,3655,Male,2,Sales Executive,Single,27200,1.0,Y,22,8,1,0.0,2,0,0,0,4.0,4.0,,3,4,0 days 07:53:10.724279835
35,No,Travel_Rarely,Research & Development,1,4,Other,1,3656,Female,2,Research Director,Married,81200,0.0,Y,13,8,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,0 days 07:14:40.559670781
27,No,Travel_Frequently,Research & Development,26,4,Medical,1,3657,Female,1,Research Director,Single,46470,3.0,Y,17,8,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,0 days 07:25:30.041841004
55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,3658,Male,1,Human Resources,Single,46800,6.0,Y,14,8,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3,0 days 08:40:02.673640167
56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,3659,Male,2,Laboratory Technician,Married,32210,4.0,Y,15,8,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,0 days 10:23:26.258620689
34,No,Non-Travel,Sales,1,2,Life Sciences,1,3660,Male,2,Research Scientist,Divorced,86210,1.0,Y,17,8,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3,0 days 06:22:42.607758620
40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3661,Male,2,Sales Executive,Divorced,45770,5.0,Y,11,8,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3,0 days 06:31:37.639484978
34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3662,Male,1,Research Scientist,Married,45530,4.0,Y,18,8,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3,0 days 07:10:35.789915966
31,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,3663,Female,2,Manufacturing Director,Single,53960,7.0,Y,17,8,1,3.0,2,1,0,0,3.0,4.0,4.0,1,3,0 days 07:42:38.967078189
35,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,3664,Male,1,Manufacturing Director,Married,67960,0.0,Y,13,8,0,5.0,2,4,3,2,4.0,3.0,2.0,3,3,0 days 09:04:34.719008264
38,No,Travel_Frequently,Research & Development,7,3,Medical,1,3665,Female,2,Sales Representative,Divorced,76250,1.0,Y,15,8,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3,0 days 06:26:44.317991631
34,No,Travel_Rarely,Research & Development,10,4,Other,1,3666,Female,2,Laboratory Technician,Single,74120,1.0,Y,24,8,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4,0 days 07:53:51.512605042
28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3667,Female,2,Healthcare Representative,Married,111590,1.0,Y,12,8,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,0 days 06:41:01.880530973
31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3668,Male,2,Sales Executive,Married,49600,1.0,Y,15,8,0,10.0,3,10,6,7,4.0,3.0,2.0,2,3,0 days 10:54:13.302419354
39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,3669,Female,2,Healthcare Representative,Married,104750,3.0,Y,11,8,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3,0 days 10:17:15.459227467
51,No,Travel_Frequently,Research & Development,20,3,Medical,1,3670,Male,2,Sales Executive,Married,148140,2.0,Y,11,8,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3,0 days 07:04:25.982378854
41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,3671,Male,4,Sales Executive,Divorced,191410,3.0,Y,12,8,1,12.0,2,6,3,3,4.0,4.0,2.0,3,3,0 days 10:41:20.842741935
37,No,Travel_Rarely,Research & Development,2,2,Medical,1,3672,Female,1,Healthcare Representative,Married,54050,7.0,Y,15,8,0,8.0,3,6,1,3,3.0,3.0,3.0,4,3,0 days 10:23:56.883817427
33,No,Travel_Frequently,Research & Development,2,3,Medical,1,3673,Female,1,Sales Executive,Married,87930,6.0,Y,17,8,0,8.0,2,5,1,2,2.0,4.0,4.0,3,3,0 days 07:47:00.519650655
32,No,Travel_Rarely,Research & Development,1,4,Medical,1,3674,Male,5,Research Director,Married,191890,0.0,Y,12,8,1,4.0,3,3,1,2,3.0,2.0,2.0,3,3,0 days 10:23:00.020242914
39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,3675,Male,2,Sales Executive,Married,38750,3.0,Y,15,8,0,13.0,3,6,0,5,3.0,3.0,3.0,3,3,0 days 06:35:08.973799126
25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3676,Male,1,Sales Executive,Married,22160,2.0,Y,13,8,3,6.0,2,3,1,2,1.0,3.0,2.0,2,3,0 days 07:11:38.625000
52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,3677,Male,2,Sales Executive,Married,117130,2.0,Y,14,8,0,24.0,2,5,0,2,4.0,3.0,2.0,3,3,0 days 09:08:37.711206896
43,No,Travel_Rarely,Research & Development,2,2,Medical,1,3678,Male,1,Laboratory Technician,Single,78610,1.0,Y,14,8,2,20.0,1,20,1,8,1.0,3.0,1.0,3,3,0 days 09:39:51.294605809
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3679,Male,1,Human Resources,Married,37080,1.0,Y,16,8,2,6.0,2,6,4,4,4.0,4.0,3.0,3,3,0 days 10:17:58.619834710
27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,3680,Female,1,Research Scientist,Single,137700,1.0,Y,18,8,1,8.0,3,8,7,7,4.0,3.0,3.0,4,3,0 days 10:00:42.661087866
26,No,Travel_Rarely,Research & Development,2,2,Other,1,3681,Male,3,Laboratory Technician,Single,53040,0.0,Y,20,8,1,5.0,2,4,1,1,1.0,4.0,3.0,3,4,0 days 06:16:45.475000
42,No,Travel_Rarely,Sales,23,3,Marketing,1,3682,Female,3,Research Scientist,Married,26420,0.0,Y,13,8,1,21.0,3,20,0,9,,1.0,3.0,3,3,0 days 06:08:42.565789473
52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,3683,Female,1,Healthcare Representative,Married,27590,9.0,Y,18,8,1,12.0,6,5,0,4,3.0,1.0,1.0,3,3,0 days 06:28:48.169565217
37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,1,3684,Male,2,Manager,Single,68040,4.0,Y,13,8,1,8.0,1,3,0,2,1.0,3.0,3.0,3,3,0 days 07:31:29.038461538
35,No,Travel_Frequently,Research & Development,6,4,Medical,1,3685,Female,2,Research Director,Single,61420,2.0,Y,15,8,1,10.0,2,2,2,2,3.0,4.0,3.0,3,3,0 days 07:42:54.638297872
25,No,Travel_Rarely,Research & Development,1,4,Medical,1,3686,Male,2,Sales Executive,Married,25000,4.0,Y,14,8,2,7.0,2,3,0,2,1.0,4.0,2.0,1,3,0 days 08:00:19.354430379
26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,3687,Male,1,Research Scientist,Single,63890,0.0,Y,22,8,0,8.0,2,7,0,7,3.0,1.0,3.0,2,4,0 days 06:48:24.605042016
29,No,Travel_Rarely,Sales,9,3,Life Sciences,1,3688,Male,1,Laboratory Technician,Single,111030,1.0,Y,12,8,0,10.0,5,10,0,9,2.0,1.0,2.0,2,3,0 days 06:13:01.372881355
49,Yes,Travel_Frequently,Sales,6,5,Medical,1,3689,Female,2,Healthcare Representative,Single,23420,3.0,Y,18,8,0,20.0,2,4,1,3,1.0,1.0,3.0,3,3,0 days 07:08:49.074889867
29,Yes,Travel_Frequently,Sales,3,2,Marketing,1,3690,Female,2,Laboratory Technician,Single,68110,0.0,Y,15,8,1,9.0,2,8,7,7,3.0,4.0,3.0,3,3,0 days 08:36:24.201680672
54,No,Travel_Rarely,Sales,1,3,Medical,1,3691,Female,2,Manager,Single,22970,6.0,Y,18,8,2,29.0,2,20,12,7,4.0,4.0,2.0,2,3,0 days 06:12:38.760504201
58,No,Travel_Rarely,Sales,22,3,Life Sciences,1,3692,Female,2,Laboratory Technician,Married,24500,3.0,Y,12,8,1,32.0,2,9,1,5,4.0,1.0,3.0,3,3,0 days 10:34:23.478260869
55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3693,Female,3,Research Scientist,Divorced,50930,2.0,Y,16,8,1,31.0,3,7,0,0,2.0,4.0,4.0,3,3,0 days 07:30:02.932203389
36,No,Travel_Rarely,Research & Development,1,3,Medical,1,3694,Male,2,Sales Executive,Single,53090,3.0,Y,13,8,0,15.0,5,5,0,1,1.0,2.0,3.0,3,3,0 days 09:23:04.851694915
31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,1,3695,Male,2,Manager,Single,30570,1.0,Y,19,8,0,1.0,3,1,0,0,2.0,3.0,3.0,3,3,0 days 07:16:05.961538461
30,No,Travel_Rarely,Sales,3,3,Life Sciences,1,3696,Male,3,Sales Executive,Divorced,51210,7.0,Y,13,8,0,8.0,4,3,0,2,4.0,1.0,3.0,3,3,0 days 07:28:29.497942386
31,No,Travel_Rarely,Research & Development,1,3,Medical,1,3697,Male,1,Laboratory Technician,Single,168560,3.0,Y,12,8,1,9.0,3,3,1,0,1.0,2.0,4.0,3,3,0 days 07:17:35.621739130
34,No,Travel_Frequently,Sales,2,1,Marketing,1,3698,Female,5,Manager,Divorced,26860,5.0,Y,11,8,0,10.0,3,4,1,3,4.0,1.0,3.0,4,3,0 days 07:36:23.275720164
31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,1,3699,Male,1,Research Scientist,Single,61800,1.0,Y,14,8,1,1.0,2,1,0,0,1.0,2.0,4.0,1,3,0 days 08:00:44.140425531
27,No,Travel_Rarely,Human Resources,11,4,Medical,1,3700,Male,4,Sales Executive,Married,66320,0.0,Y,16,8,0,6.0,3,5,1,4,2.0,1.0,4.0,3,3,0 days 07:09:53.495867768
36,No,Travel_Rarely,Sales,1,3,Marketing,1,3701,Male,2,Research Scientist,Single,35050,1.0,Y,12,8,2,10.0,2,10,1,8,1.0,4.0,2.0,2,3,0 days 06:17:24.712389380
36,No,Travel_Rarely,Research & Development,24,3,Other,1,3702,Female,3,Research Director,Married,63970,4.0,Y,14,8,1,11.0,3,3,0,2,3.0,1.0,2.0,3,3,0 days 07:16:08.459016393
47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3703,Female,2,Sales Executive,Married,62740,7.0,Y,14,8,2,17.0,0,6,1,2,1.0,4.0,2.0,3,3,0 days 07:49:02.295081967
25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,1,3704,Male,2,Research Scientist,Married,198590,3.0,Y,19,8,0,6.0,3,3,2,2,1.0,1.0,3.0,2,3,0 days 07:12:56.148936170
37,No,Non-Travel,Sales,8,4,Medical,1,3705,Male,1,Healthcare Representative,Single,75870,0.0,Y,22,8,1,7.0,5,6,1,3,3.0,3.0,1.0,3,4,0 days 07:34:57.982905982
56,No,Travel_Rarely,Research & Development,10,4,Other,1,3706,Male,2,Sales Representative,Married,42580,2.0,Y,16,8,0,5.0,2,3,1,0,1.0,1.0,4.0,3,3,0 days 06:37:40.120171673
47,No,Travel_Rarely,Research & Development,3,2,Medical,1,3707,Male,2,Laboratory Technician,Married,43640,3.0,Y,11,8,1,26.0,3,20,5,6,1.0,3.0,4.0,3,3,0 days 06:19:48.046218487
24,No,Travel_Rarely,Research & Development,5,1,Other,1,3708,Male,1,Manufacturing Director,Married,43350,1.0,Y,15,8,1,5.0,5,5,0,3,4.0,3.0,3.0,3,3,0 days 09:42:29.322175732
32,No,Travel_Rarely,Sales,4,3,Marketing,1,3709,Male,1,Research Scientist,Married,53260,4.0,Y,14,8,1,7.0,2,4,0,3,4.0,4.0,2.0,3,3,0 days 07:31:12.004405286
34,No,Travel_Rarely,Research & Development,9,2,Medical,1,3710,Male,1,Sales Executive,Married,32800,5.0,Y,13,8,0,7.0,3,5,0,2,4.0,2.0,2.0,3,3,0 days 06:06:43.026086956
41,No,Travel_Rarely,Research & Development,26,3,Medical,1,3711,Female,3,Sales Executive,Married,54850,2.0,Y,17,8,2,7.0,2,4,0,3,2.0,3.0,2.0,3,3,0 days 10:30:31.736170212
40,No,Non-Travel,Sales,3,2,Life Sciences,1,3712,Male,1,Sales Executive,Divorced,43420,3.0,Y,11,8,1,11.0,6,8,0,7,3.0,3.0,4.0,2,3,0 days 06:24:11.514522821
31,No,Travel_Rarely,Research & Development,16,3,Medical,1,3713,Male,2,Human Resources,Divorced,27820,1.0,Y,19,8,1,13.0,5,13,9,9,1.0,4.0,3.0,3,3,0 days 06:41:17.317596566
46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,3714,Male,1,Manufacturing Director,Divorced,59800,4.0,Y,11,8,1,28.0,2,7,4,3,1.0,4.0,4.0,3,3,0 days 06:41:32.558823529
39,Yes,Non-Travel,Research & Development,2,4,Medical,1,3715,Male,2,Manufacturing Director,Single,43810,2.0,Y,15,8,2,11.0,1,1,0,0,1.0,1.0,4.0,2,3,0 days 09:22:10.604166666
31,Yes,Travel_Frequently,Sales,2,3,Medical,1,3716,Male,2,Sales Executive,Single,25720,1.0,Y,13,8,3,10.0,3,10,4,7,3.0,2.0,3.0,3,3,0 days 06:48:20.829694323
45,No,Travel_Rarely,Sales,10,2,Marketing,1,3717,Male,1,Sales Executive,Divorced,38330,2.0,Y,14,8,0,24.0,1,7,0,7,2.0,1.0,3.0,3,3,0 days 10:28:14.461206896
31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,1,3718,Male,3,Human Resources,Single,42440,9.0,Y,13,8,0,8.0,3,3,0,2,4.0,2.0,3.0,3,3,0 days 06:41:00.072649572
31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,1,3719,Male,1,Laboratory Technician,Married,65000,6.0,Y,23,8,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4,0 days 10:16:44.327868852
45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3720,Female,1,Research Scientist,Married,184300,4.0,Y,12,8,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3,0 days 10:36:35.149572649
48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,1,3721,Male,2,Research Scientist,Divorced,16010,4.0,Y,12,8,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3,0 days 07:04:35.327868852
34,Yes,Travel_Rarely,Research & Development,7,4,Medical,1,3722,Male,2,Research Scientist,Married,26940,1.0,Y,16,8,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3,0 days 07:24:49.467213114
40,No,Non-Travel,Research & Development,25,4,Other,1,3723,Female,1,Sales Executive,Divorced,31490,2.0,Y,15,8,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3,0 days 08:00:45.464435146
28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,3724,Female,1,Research Scientist,Single,176390,0.0,Y,13,8,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3,0 days 06:30:04.017467248
